2024/06/17 09:48:49 QueryId=0 Results=166 time=13ms
2024/06/17 09:48:49 QueryId=0 Results=96 time=17ms
2024/06/17 09:48:49 QueryId=0 Results=18 time=20ms
2024/06/17 09:48:49 QueryId=0 Results=12 time=20ms
2024/06/17 09:48:49 QueryId=0 Results=74 time=21ms
2024/06/17 09:48:49 QueryId=0 Results=32 time=21ms
2024/06/17 09:48:49 QueryId=0 Results=112 time=21ms
2024/06/17 09:48:49 QueryId=0 Results=8 time=21ms
2024/06/17 09:48:49 QueryId=0 Results=56 time=27ms
2024/06/17 09:48:49 QueryId=0 Results=7 time=25ms
2024/06/17 09:48:49 QueryId=0 Results=0 time=25ms
2024/06/17 09:48:49 QueryId=0 Results=10 time=26ms
2024/06/17 09:48:49 QueryId=0 Results=24 time=23ms
2024/06/17 09:48:49 QueryId=0 Results=0 time=28ms
2024/06/17 09:48:49 QueryId=0 Results=429 time=26ms
2024/06/17 09:48:49 QueryId=0 Results=57 time=29ms
2024/06/17 09:48:49 QueryId=0 Results=93 time=29ms
2024/06/17 09:48:49 QueryId=0 Results=104 time=28ms
2024/06/17 09:48:49 QueryId=0 Results=91 time=28ms
2024/06/17 09:48:49 QueryId=0 Results=75 time=28ms
2024/06/17 09:48:49 QueryId=0 Results=172 time=31ms
2024/06/17 09:48:49 QueryId=0 Results=28 time=31ms
2024/06/17 09:48:49 QueryId=0 Results=13 time=32ms
2024/06/17 09:48:49 QueryId=0 Results=13 time=33ms
2024/06/17 09:48:49 QueryId=0 Results=54 time=33ms
2024/06/17 09:48:49 QueryId=0 Results=5 time=34ms
2024/06/17 09:48:49 QueryId=0 Results=6 time=36ms
2024/06/17 09:48:49 QueryId=0 Results=4 time=36ms
2024/06/17 09:48:49 QueryId=0 Results=13 time=36ms
2024/06/17 09:48:49 QueryId=0 Results=69 time=36ms
2024/06/17 09:48:49 QueryId=0 Results=34 time=36ms
2024/06/17 09:48:49 QueryId=0 Results=69 time=38ms
2024/06/17 09:48:49 QueryId=0 Results=22 time=39ms
2024/06/17 09:48:49 QueryId=0 Results=5 time=40ms
2024/06/17 09:48:49 QueryId=0 Results=25 time=39ms
2024/06/17 09:48:49 QueryId=0 Results=23 time=40ms
2024/06/17 09:48:49 QueryId=0 Results=19 time=41ms
2024/06/17 09:48:49 QueryId=0 Results=52 time=41ms
2024/06/17 09:48:49 QueryId=0 Results=71 time=38ms
2024/06/17 09:48:49 QueryId=0 Results=35 time=55ms
2024/06/17 09:48:49 QueryId=0 Results=122 time=40ms
2024/06/17 09:48:49 QueryId=0 Results=97 time=58ms
2024/06/17 09:48:49 QueryId=0 Results=10 time=42ms
2024/06/17 09:48:49 QueryId=0 Results=14 time=32ms
2024/06/17 09:48:49 QueryId=0 Results=46 time=31ms
2024/06/17 09:48:49 QueryId=0 Results=0 time=30ms
2024/06/17 09:48:49 QueryId=0 Results=0 time=41ms
2024/06/17 09:48:49 QueryId=0 Results=22 time=30ms
2024/06/17 09:48:49 QueryId=0 Results=58 time=43ms
2024/06/17 09:48:49 QueryId=0 Results=9 time=44ms
2024/06/17 09:48:49 QueryId=0 Results=2 time=35ms
2024/06/17 09:48:49 QueryId=0 Results=86 time=34ms
2024/06/17 09:48:49 QueryId=0 Results=224 time=32ms
2024/06/17 09:48:49 QueryId=0 Results=3 time=43ms
2024/06/17 09:48:49 QueryId=0 Results=4 time=37ms
2024/06/17 09:48:49 QueryId=0 Results=5 time=28ms
2024/06/17 09:48:49 QueryId=0 Results=8 time=38ms
2024/06/17 09:48:49 QueryId=0 Results=93 time=38ms
2024/06/17 09:48:49 QueryId=0 Results=31 time=31ms
2024/06/17 09:48:49 QueryId=0 Results=161 time=42ms
2024/06/17 09:48:49 QueryId=0 Results=2 time=38ms
2024/06/17 09:48:49 QueryId=0 Results=1 time=32ms
2024/06/17 09:48:49 QueryId=0 Results=51 time=41ms
2024/06/17 09:48:49 QueryId=0 Results=107 time=35ms
2024/06/17 09:48:49 QueryId=0 Results=10 time=48ms
2024/06/17 09:48:49 QueryId=0 Results=28 time=46ms
2024/06/17 09:48:49 QueryId=0 Results=64 time=23ms
2024/06/17 09:48:49 QueryId=0 Results=17 time=43ms
2024/06/17 09:48:49 QueryId=0 Results=5 time=38ms
2024/06/17 09:48:49 QueryId=0 Results=47 time=43ms
2024/06/17 09:48:49 QueryId=0 Results=18 time=43ms
2024/06/17 09:48:49 QueryId=0 Results=1 time=38ms
2024/06/17 09:48:49 QueryId=0 Results=8 time=44ms
2024/06/17 09:48:49 QueryId=0 Results=35 time=54ms
2024/06/17 09:48:49 QueryId=0 Results=1 time=18ms
2024/06/17 09:48:49 QueryId=0 Results=41 time=22ms
2024/06/17 09:48:49 QueryId=0 Results=11 time=54ms
2024/06/17 09:48:49 QueryId=0 Results=3 time=22ms
2024/06/17 09:48:49 QueryId=0 Results=173 time=58ms
2024/06/17 09:48:49 QueryId=0 Results=10 time=25ms
2024/06/17 09:48:49 QueryId=0 Results=35 time=45ms
2024/06/17 09:48:49 QueryId=0 Results=160 time=24ms
2024/06/17 09:48:49 QueryId=0 Results=10 time=23ms
2024/06/17 09:48:49 QueryId=0 Results=0 time=48ms
2024/06/17 09:48:49 QueryId=0 Results=24 time=24ms
2024/06/17 09:48:49 QueryId=0 Results=115 time=27ms
2024/06/17 09:48:49 QueryId=0 Results=96 time=26ms
2024/06/17 09:48:49 QueryId=0 Results=18 time=28ms
2024/06/17 09:48:49 QueryId=0 Results=16 time=30ms
2024/06/17 09:48:49 QueryId=0 Results=6 time=28ms
2024/06/17 09:48:49 QueryId=0 Results=34 time=33ms
2024/06/17 09:48:49 QueryId=0 Results=118 time=29ms
2024/06/17 09:48:49 QueryId=0 Results=34 time=33ms
2024/06/17 09:48:49 QueryId=0 Results=1 time=31ms
2024/06/17 09:48:49 QueryId=0 Results=21 time=29ms
2024/06/17 09:48:49 QueryId=0 Results=9 time=28ms
2024/06/17 09:48:49 QueryId=0 Results=2 time=39ms
2024/06/17 09:48:49 QueryId=0 Results=27 time=35ms
